2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
233859;239345;308304;336358;361402;401236;422590;451429;473626;496251;514582;548003;581507;622202;698618;722120;722716;725332;747336;667541
