2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
0.5994;0.508;0.5583;0.6693;0.8916;1.108;1.397;1.696;1.667;2.209;2.616;2.465;2.473;2.456;1.802;1.796;2.064;1.917;1.878;1.445
